Ereignis-Nr,xcoord,ycoord,label,alti,slope,aspect,bulk_density,sand,usda_classes,silt,clay,coarse_fragments,avail_water_capacity,land_cover,tree_cover_density,obs_period_max,saturated_water_content,alpha_mrc,n_mrc
GR-2005-R-30152,9.80088696611174,46.9755019183242,1,1736.7,34.59191,192.99773,1.0680606,49.28659,8.0,34.032425,16.680986,28.18154,0.0940468,18.0,98.0,89.675026,5596.0,161.0,12958.0
GR-2005-R-30153,9.80497275885508,46.9772174516183,1,1852.1,25.136332,160.63576,1.0534579,45.001904,8.0,38.30858,16.689518,28.18154,0.09606072,24.0,0.0,89.87674,5596.0,161.0,12958.0
GR-2005-R-30154,9.82280573399893,46.9716731724905,1,1468.2,13.076218,159.94199,1.0250392,39.299034,8.0,38.86212,21.838842,25.46344,0.10445369,18.0,0.0,90.74988,5613.0,144.0,12837.0
GR-2005-R-30155,9.80685596262544,46.9751987119352,1,1720.6,32.00265,173.40767,1.0534579,48.991333,9.0,37.211975,13.796692,29.51245,0.0940468,24.0,75.0,89.954185,5531.0,158.0,12914.0
GR-2005-R-30156,9.79458047255795,46.9786015011029,1,1777.6,32.659653,204.64468,1.1095569,52.517483,9.0,29.934204,17.548317,27.234438,0.1014217,24.0,77.0,89.30326,5577.0,172.0,13219.0
GR-2005-R-30157,9.79223553629697,46.979099650769,1,1735.2,32.47007,218.63657,1.1095569,52.517483,9.0,29.934204,17.548317,27.234438,0.09610918,24.0,73.0,89.16473,5640.0,174.0,13003.0
GR-2005-R-30158,9.78932175166496,46.978619514408,1,1611.1,32.622604,222.85138,1.1095569,52.517483,9.0,29.934204,17.548317,27.234438,0.09610918,24.0,91.0,89.0262,5591.0,188.0,13335.0
GR-2005-R-30159,9.80628467073131,46.9756604805947,1,1768.8,27.36653,130.97035,1.0534579,48.991333,9.0,37.211975,13.796692,29.51245,0.0940468,24.0,91.0,89.95623,5596.0,161.0,12958.0
BE-2005-R-30160,7.90939717111507,46.9694138245366,1,921.9,15.168812,280.87973,0.94206643,27.347412,9.0,41.671417,30.981169,19.57738,0.1293157,18.0,0.0,81.103874,5564.0,123.0,12399.0
BE-2005-R-30161,7.91283111669415,46.9713786543355,1,964.4,20.227194,170.72824,0.94206643,26.549011,9.0,44.618774,28.832216,19.57738,0.1293157,18.0,0.0,81.328926,5618.0,120.0,12475.0
BE-2005-R-30162,7.91355148015849,46.9711058165697,1,931.5,15.568767,150.91513,0.94206643,26.549011,9.0,44.618774,28.832216,19.57738,0.1293157,18.0,0.0,81.37016,5618.0,120.0,12475.0
BE-2005-R-30163,7.91335595657646,46.9712865315772,1,941.2,21.42194,156.53067,0.94206643,26.549011,9.0,44.618774,28.832216,19.57738,0.1293157,18.0,0.0,81.328926,5618.0,120.0,12475.0
BE-2005-R-30164,7.91355505500151,46.97151059046,1,950.5,24.953825,155.70203,0.94206643,26.549011,9.0,44.618774,28.832216,19.57738,0.1293157,18.0,0.0,81.328926,5618.0,120.0,12475.0
BE-2005-R-30165,7.91732502780013,46.974283472246,1,1020.1,22.074478,120.34335,0.9517844,26.943192,9.0,41.861816,31.194992,12.921978,0.1301011,24.0,69.0,81.527084,5644.0,134.0,12533.0
BE-2005-R-30166,7.91792682100116,46.9754503498895,1,1043.8,10.943817,265.45544,0.9517844,26.943192,9.0,41.861816,31.194992,12.921978,0.1301011,24.0,89.0,81.59695,5641.0,136.0,12529.0
BE-2005-R-30167,7.91878104063923,46.9754467795364,1,999.8,15.945845,202.24196,0.9517844,37.07564,9.0,37.095203,25.829155,12.921978,0.1301011,24.0,0.0,81.59695,5651.0,140.0,12604.0
BE-2005-R-30168,7.91904669030322,46.9757605034414,1,1028.0,25.334549,226.62125,0.9517844,37.07564,9.0,37.095203,25.829155,12.921978,0.1301011,18.0,0.0,81.64836,5651.0,140.0,12604.0
BE-2005-R-30169,7.91951108189541,46.9762533002304,1,1041.1,20.938763,243.31502,0.9517844,37.07564,9.0,37.095203,25.829155,12.921978,0.1301011,18.0,0.0,81.64836,5651.0,140.0,12604.0
BE-2005-R-30170,7.90927088422257,46.9699990372301,1,911.9,26.438955,297.8458,0.94206643,27.347412,9.0,41.671417,30.981169,19.57738,0.1293157,18.0,0.0,81.103874,5564.0,123.0,12399.0
BE-2005-R-30171,7.90654968518389,46.9668618076002,1,875.8,1.1500266,114.563286,1.0083499,33.77041,9.0,41.076683,25.152906,14.706146,0.1126748,18.0,0.0,81.28496,5543.0,132.0,12520.0
BE-2005-R-30172,7.90338642811016,46.9657502482275,1,959.5,22.283049,146.21684,1.0173521,31.953232,9.0,43.999676,24.047092,14.706146,0.1126748,24.0,68.0,81.928314,5621.0,134.0,12619.0
BE-2005-R-30173,7.90259883517061,46.9658433881196,1,975.7,16.102036,127.24062,1.0173521,31.953232,9.0,43.999676,24.047092,14.706146,0.1126748,24.0,0.0,81.94882,5621.0,134.0,12619.0
BE-2005-R-30174,7.90154225531855,46.9652179834786,1,983.5,18.132515,172.66002,1.0173521,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,0.0,82.276596,5621.0,134.0,12619.0
BE-2005-R-30175,7.90377438901488,46.965029051873,1,920.2,30.349821,153.31242,1.0173521,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,76.0,81.928314,5623.0,134.0,12623.0
BE-2005-R-30176,7.90219495884803,46.9647206069626,1,939.7,33.79696,141.33316,0.9670632,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,68.0,82.25609,5661.0,137.0,12598.0
BE-2005-R-30177,7.90206356654516,46.964721137635,1,939.7,33.79696,141.33316,0.9670632,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,68.0,82.25609,5661.0,137.0,12598.0
BE-2005-R-30178,7.90009113818706,46.9645491797251,1,935.4,22.445341,139.81747,0.9670632,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,80.0,82.60843,5661.0,137.0,12598.0
BE-2005-R-30179,7.89746253227373,46.9644697662871,1,993.9,8.466614,342.66452,1.0082222,27.016884,8.0,46.20567,26.777447,16.595295,0.11082987,24.0,91.0,82.96077,5770.0,146.0,12717.0
BE-2005-R-30180,7.89428703128612,46.9618737800583,1,999.5,21.003323,159.31613,1.0082222,27.016884,8.0,46.20567,26.777447,16.595295,0.11082987,24.0,87.0,83.81057,5655.0,133.0,12619.0
BE-2005-R-30181,7.89415412235014,46.9616944015801,1,998.6,25.288586,140.96347,1.0082222,27.016884,9.0,46.20567,26.777447,14.853049,0.11082987,24.0,85.0,83.81057,5655.0,133.0,12619.0
BE-2005-R-30182,7.89249663034929,46.9599019075254,1,926.2,32.954792,115.79933,0.99720454,27.016884,9.0,46.20567,26.777447,14.853049,0.13431793,24.0,94.0,84.32854,5679.0,135.0,12592.0
BE-2005-R-30183,7.89161159996024,46.9562173271457,1,862.4,23.153202,115.63713,0.9792876,31.977104,9.0,45.16986,22.853033,15.750643,0.12786174,24.0,0.0,85.194405,5507.0,126.0,12536.0
BE-2005-R-30184,7.89030392575354,46.9569421068612,1,943.3,19.524574,90.34105,0.9748612,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,24.0,94.0,85.21694,5507.0,126.0,12536.0
BE-2005-R-30185,7.89074823486412,46.9550963179112,1,902.7,34.81201,102.15285,0.9792876,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,18.0,90.0,85.36429,5507.0,126.0,12536.0
BE-2005-R-30186,7.89048096407391,46.9545576517952,1,901.9,24.556917,120.87682,0.96415263,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,18.0,87.0,85.73269,5458.0,127.0,12415.0
BE-2005-R-30187,7.89080749279353,46.9543314826032,1,880.9,35.034637,106.8029,0.9792876,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,18.0,89.0,85.53417,5458.0,127.0,12415.0
BE-2005-R-30188,7.90405429984654,46.9670068843522,1,952.4,18.745895,50.495174,1.0173521,31.953232,9.0,43.999676,24.047092,14.706146,0.1126748,24.0,0.0,81.625114,5621.0,134.0,12619.0
BE-2005-R-30189,7.90549382007667,46.9663263894128,1,890.0,22.17592,92.754395,1.0173521,33.77041,9.0,41.076683,25.152906,14.706146,0.1126748,24.0,0.0,81.6046,5543.0,132.0,12520.0
BE-2005-R-30190,7.90529360379908,46.9659673914657,1,890.0,24.134325,82.59246,1.0173521,33.77041,9.0,41.076683,25.152906,14.706146,0.1126748,24.0,0.0,81.6046,5543.0,132.0,12520.0
BE-2005-R-30191,7.90535695967625,46.9656972745996,1,893.3,25.68956,85.700645,1.0173521,33.77041,9.0,41.076683,25.152906,14.706146,0.1126748,24.0,0.0,81.75417,5543.0,132.0,12520.0
BE-2005-R-30192,7.91503402132551,46.9752824875418,1,963.6,22.206244,307.9145,0.9517844,26.943192,9.0,41.861816,31.194992,12.921978,0.1301011,24.0,98.0,81.38048,5644.0,134.0,12533.0
BE-2005-R-30193,7.91925386942626,46.9768840485458,1,1045.2,19.665749,215.63805,0.9517844,37.07564,9.0,37.095203,25.829155,12.921978,0.1301011,18.0,0.0,81.55587,5651.0,140.0,12604.0
BE-2005-R-30194,7.91879027800074,46.9764812004038,1,1029.1,17.78896,217.10365,0.9517844,37.07564,9.0,37.095203,25.829155,12.921978,0.1301011,24.0,0.0,81.53996,5651.0,140.0,12604.0
BE-2005-R-30195,7.91924703512069,46.9761194767033,1,1041.1,21.079285,240.51366,0.9517844,37.07564,9.0,37.095203,25.829155,12.921978,0.1301011,18.0,0.0,81.64836,5651.0,140.0,12604.0
BE-2005-R-30196,7.90180620431434,46.9653518480767,1,983.5,5.375774,137.2342,1.0173521,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,0.0,82.102455,5621.0,134.0,12619.0
BE-2005-R-30197,7.90220116115169,46.9654402064203,1,980.3,13.742607,127.99686,1.0173521,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,0.0,82.102455,5621.0,134.0,12619.0
BE-2005-R-30198,7.90279010555328,46.9651679667235,1,960.0,30.764933,136.71922,1.0173521,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,86.0,82.102455,5621.0,134.0,12619.0
BE-2005-R-30199,7.90379967308008,46.9679524235789,1,924.8,7.94513,49.263,1.0173521,20.782593,9.0,46.123188,33.09422,14.706146,0.12227019,24.0,85.0,81.47351,5628.0,134.0,12557.0
BE-2005-R-30200,7.91561263572491,46.9738408363989,1,1010.0,28.022594,186.83322,0.9517844,26.943192,9.0,41.861816,31.194992,12.921978,0.1301011,24.0,0.0,81.45912,5644.0,134.0,12533.0
BE-2005-R-30201,7.91319655021422,46.9755599585001,1,909.1,8.416689,282.93607,0.9598446,26.943192,9.0,41.861816,31.194992,14.1189375,0.124291904,24.0,73.0,81.16401,5641.0,136.0,12529.0
BE-2005-R-30202,7.91066563964966,46.9717024166727,1,911.5,15.763606,276.3822,0.94206643,27.347412,9.0,41.671417,30.981169,19.57738,0.1293157,18.0,79.0,81.1201,5618.0,120.0,12475.0
BE-2005-R-30203,7.90311936585535,46.9652565876,1,948.4,26.027477,137.91965,1.0173521,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,81.0,81.928314,5621.0,134.0,12619.0
BE-2005-R-30204,7.90068201535297,46.9645018257194,1,940.3,29.535732,199.81648,0.9670632,31.953232,9.0,43.999676,24.047092,14.822547,0.1126748,24.0,92.0,82.43226,5661.0,137.0,12598.0
BE-2005-R-30205,7.89969310705525,46.9641010142429,1,940.7,28.548609,111.172844,0.9670632,31.953232,9.0,43.999676,24.047092,14.822547,0.11082987,24.0,89.0,82.60843,5661.0,137.0,12598.0
BE-2005-R-30206,7.89838150546555,46.9643761353961,1,964.7,30.47177,163.80652,0.9670632,31.953232,8.0,43.999676,24.047092,16.595295,0.11082987,24.0,76.0,82.78459,5661.0,137.0,12598.0
LU-2005-R-30001,8.00199256370866,46.9084124008427,1,1166.0,29.20939,127.801796,0.9246514,36.334694,6.0,37.641624,26.02368,22.060211,0.12049383,24.0,0.0,83.79787,5372.0,123.0,12468.0
LU-2005-R-30002,8.00514974838532,46.9090714967156,1,1070.8,24.591125,117.74769,0.9246514,36.334694,6.0,37.641624,26.02368,20.534258,0.11785436,25.0,0.0,83.670334,5366.0,124.0,12416.0
LU-2005-R-30003,8.01837597360335,46.9061717698842,1,876.1,7.5117097,292.6185,0.98542416,22.672714,9.0,49.971092,27.356194,17.97634,0.12217693,20.0,0.0,83.40264,5382.0,117.0,12394.0
LU-2005-R-30004,8.01903900300957,46.9067980973832,1,883.6,26.372728,294.34546,0.98542416,24.355423,9.0,46.567818,29.076761,17.97634,0.12217693,20.0,0.0,83.36261,5382.0,117.0,12394.0
LU-2005-R-30005,8.01944828273629,46.9082353010891,1,877.2,23.198797,269.68195,0.9962438,24.355423,6.0,46.567818,29.076761,24.037146,0.12217693,20.0,0.0,83.25635,5462.0,123.0,12450.0
LU-2005-R-30006,8.00781906061151,46.9008274068035,1,897.4,25.233206,82.12749,0.9962909,27.403915,6.0,43.88468,28.711401,27.185526,0.13252039,20.0,0.0,83.99796,5349.0,124.0,12442.0
LU-2005-R-30007,8.00735779652712,46.906856668681,1,957.2,30.352074,103.84891,0.9791184,36.334694,9.0,37.641624,26.02368,26.96787,0.11785436,20.0,80.0,83.677086,5419.0,124.0,12453.0
LU-2005-R-30008,8.01645360930511,46.9104993106499,1,853.2,16.755499,270.4955,0.9962438,24.355423,6.0,46.567818,29.076761,27.132502,0.1094232,20.0,0.0,83.18513,5368.0,127.0,12510.0
LU-2005-R-30009,8.0116493518294,46.9117378228687,1,898.0,26.178776,78.70703,0.97742116,35.35881,9.0,38.372097,26.269093,20.864271,0.1094232,25.0,0.0,83.3132,5515.0,126.0,12491.0
LU-2005-R-30010,8.01069257684767,46.9118775349441,1,918.6,28.103706,66.367134,0.97742116,35.35881,6.0,38.372097,26.269093,18.686855,0.11658758,25.0,88.0,83.3581,5515.0,126.0,12491.0
LU-2005-R-30011,8.02215623887781,46.915867701524,1,1129.1,18.204227,199.99171,1.043843,37.05368,6.0,42.307587,20.638731,23.923576,0.12249543,20.0,0.0,82.680275,5453.0,121.0,12451.0
LU-2005-R-30012,8.02559568478574,46.912251945516,1,1109.7,33.11273,268.7375,0.9192843,37.05368,6.0,42.307587,20.638731,23.923576,0.118440896,24.0,0.0,82.80786,5429.0,121.0,12489.0
LU-2005-R-30013,8.02337399393948,46.9131628514597,1,1017.0,31.805172,255.83955,0.9192843,37.05368,6.0,42.307587,20.638731,23.923576,0.100162014,20.0,65.0,82.79801,5445.0,123.0,12436.0
LU-2005-R-30014,8.02343473878863,46.912712767495,1,1013.0,34.854504,268.03757,0.9192843,37.05368,6.0,42.307587,20.638731,23.923576,0.100162014,20.0,65.0,82.85357,5445.0,123.0,12436.0
LU-2005-R-30015,8.0227637741645,46.9113668673948,1,982.2,26.055183,270.3073,0.9192843,37.05368,6.0,42.307587,20.638731,23.923576,0.100162014,20.0,0.0,82.954025,5445.0,123.0,12436.0
LU-2005-R-30016,7.99225811812418,46.9038001913148,1,1291.1,26.056227,72.21549,1.0544941,36.956482,6.0,34.548035,28.49548,16.541296,0.125216,26.0,0.0,84.27409,5683.0,145.0,12784.0
LU-2005-R-30017,7.9928492644396,46.9038513065449,1,1281.2,23.290934,79.00227,1.0544941,49.706116,6.0,29.177734,21.116154,16.541296,0.125216,26.0,0.0,84.27409,5683.0,145.0,12784.0
LU-2005-R-30018,7.9943431695462,46.9048965412425,1,1244.3,25.673841,127.361206,1.0544941,49.706116,6.0,29.177734,21.116154,16.541296,0.12826037,26.0,0.0,84.19875,5522.0,136.0,12666.0
LU-2005-R-30019,8.00504831314072,46.911905570569,1,1160.0,27.912523,107.00115,1.00199,35.35881,6.0,38.372097,26.269093,18.686855,0.11658758,26.0,0.0,83.53768,5368.0,121.0,12508.0
LU-2005-R-30020,8.00413515005618,46.9124498080611,1,1226.4,23.426117,124.04734,1.00199,35.35881,6.0,38.372097,26.269093,18.686855,0.11658758,26.0,0.0,83.53917,5368.0,121.0,12508.0
LU-2005-R-30021,7.99782144186812,46.9049066068823,1,1175.2,18.043648,92.33591,1.0544941,49.706116,6.0,29.177734,21.116154,22.742483,0.12049383,26.0,0.0,84.08351,5549.0,134.0,12622.0
LU-2005-R-30022,8.00772491589323,46.9105429899454,1,1042.8,26.547995,112.00322,0.9791184,36.334694,6.0,37.641624,26.02368,20.534258,0.11658758,26.0,0.0,83.49373,5420.0,125.0,12535.0
BE-2005-R-30207,7.8971928467789,46.9636612667827,1,1000.8,15.967607,125.94387,1.0082222,27.016884,8.0,46.20567,26.777447,16.595295,0.11082987,24.0,96.0,83.12253,5770.0,146.0,12717.0
BE-2005-R-30208,7.89454980210196,46.9618727364055,1,999.5,21.003323,159.31613,1.0082222,27.016884,8.0,46.20567,26.777447,16.595295,0.11082987,24.0,87.0,83.81057,5655.0,133.0,12619.0
BE-2005-R-30209,7.89256118205235,46.9597667225741,1,926.2,32.954792,115.79933,0.99720454,27.016884,9.0,46.20567,26.777447,14.853049,0.13431793,24.0,94.0,84.32854,5679.0,135.0,12592.0
BE-2005-R-30210,7.89030166004226,46.9566722564283,1,938.5,24.281313,91.43736,0.9748612,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,24.0,82.0,85.21694,5507.0,126.0,12536.0
BE-2005-R-30211,7.89069426640421,46.9564908041476,1,920.4,33.527454,88.11211,0.9792876,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,24.0,87.0,85.194405,5507.0,126.0,12536.0
BE-2005-R-30212,7.89034884124784,46.9544682188493,1,899.6,22.376856,123.92204,0.96415263,26.09758,9.0,43.352512,30.549908,18.096466,0.12786174,18.0,85.0,85.73269,5458.0,127.0,12415.0
BE-2005-R-30213,7.91304291020597,46.9730419099731,1,945.2,40.42603,276.15698,0.94206643,26.943192,9.0,41.861816,31.194992,19.57738,0.124291904,24.0,90.0,81.24647,5644.0,134.0,12533.0
BE-2005-R-30214,7.91503003660745,46.9748327391332,1,980.8,27.283813,308.00027,0.9517844,26.943192,9.0,41.861816,31.194992,12.921978,0.1301011,24.0,85.0,81.38048,5644.0,134.0,12533.0
BE-2005-R-30215,7.9147584414398,46.9738443831259,1,1005.0,32.277485,305.4312,0.9517844,26.943192,9.0,41.861816,31.194992,14.1189375,0.1301011,24.0,82.0,81.35279,5644.0,134.0,12533.0
BE-2005-R-30216,7.91569989018669,46.9762692045942,1,989.4,36.642754,272.70197,0.9517844,26.943192,9.0,41.861816,31.194992,12.921978,0.1301011,24.0,70.0,81.323166,5641.0,136.0,12529.0
BE-2005-R-30217,7.89546644403224,46.9615092787449,1,946.6,28.676542,110.926125,1.0082222,27.016884,9.0,46.20567,26.777447,14.853049,0.11082987,24.0,91.0,83.62831,5764.0,137.0,12643.0
AR-2002-R-30001,9.4783183702855,47.4159271153237,1,902.9,21.344097,337.0376,1.0394757,43.544716,9.0,36.8937,19.561586,20.225775,0.10277733,18.0,0.0,101.75389,5556.0,116.0,12395.0
AR-2002-R-30002,9.47871162584873,47.4158122065956,1,902.9,14.945798,325.22812,1.0394757,43.544716,9.0,36.8937,19.561586,20.225775,0.10277733,18.0,0.0,101.75389,5556.0,116.0,12395.0
AR-2002-R-30003,9.48171627807012,47.4170817012776,1,875.6,14.861053,316.7677,1.0459213,43.544716,9.0,36.8937,19.561586,20.225775,0.10277733,18.0,0.0,100.13911,5535.0,113.0,12417.0
AR-2002-R-30004,9.47985748768112,47.4132007831039,1,908.3,9.977189,94.96439,1.0394757,43.544716,9.0,36.8937,19.561586,16.255959,0.10277733,18.0,0.0,101.520805,5477.0,115.0,12354.0
AR-2002-R-30005,9.47814547613013,47.4121063697354,1,879.6,34.482334,181.94849,1.018161,41.9497,9.0,35.871124,22.179178,16.255959,0.10277733,18.0,0.0,102.45381,5481.0,115.0,12354.0
AR-2002-R-30006,9.479937016771,47.4138921606872,1,905.9,16.546564,91.41337,1.0394757,43.544716,9.0,36.8937,19.561586,16.255959,0.10277733,18.0,0.0,101.35536,5477.0,115.0,12354.0
AR-2002-R-30007,9.47709961478832,47.4124847140272,1,896.8,13.241626,210.38806,1.0394757,29.442253,9.0,46.507027,24.05072,16.255959,0.10277733,18.0,88.0,103.22135,5481.0,115.0,12354.0
AR-2002-R-30008,9.47441784988788,47.411677267562,1,837.2,23.572691,195.47699,1.0648404,29.442253,9.0,46.507027,24.05072,19.139086,0.10895579,18.0,0.0,104.96002,5460.0,116.0,12394.0
AR-2002-R-30009,9.47290135634404,47.411533032768,1,817.9,24.9106,206.38086,1.0648404,29.442253,9.0,46.507027,24.05072,19.139086,0.10895579,18.0,0.0,105.7371,5467.0,119.0,12405.0
AR-2002-R-30010,9.47372293288,47.4108347794755,1,784.8,26.786736,189.12306,1.0648404,29.442253,9.0,46.507027,24.05072,19.139086,0.09863971,25.0,76.0,105.950195,5467.0,119.0,12405.0
AR-2002-R-30011,9.47508545810809,47.4107657851279,1,804.4,27.08729,208.01346,1.0648404,29.442253,9.0,46.507027,24.05072,19.139086,0.10823011,25.0,89.0,105.16359,5460.0,116.0,12394.0
AR-2002-R-30012,9.49312331907935,47.4069645023794,1,896.9,21.58528,192.44154,1.0256492,38.207832,9.0,38.72577,23.066397,20.509214,0.111351,18.0,0.0,95.45384,5523.0,119.0,12481.0
AR-2002-R-30013,9.49503453293743,47.4077222545958,1,904.2,19.385265,109.59369,1.0256492,38.207832,9.0,38.72577,23.066397,20.509214,0.111351,18.0,0.0,95.402405,5603.0,116.0,12463.0
AR-2002-R-30014,9.49669121543877,47.4066940589599,1,877.4,25.376158,139.03894,1.0256492,38.207832,9.0,38.72577,23.066397,20.509214,0.111609355,18.0,70.0,95.65327,5527.0,117.0,12382.0
AR-2002-R-30015,9.49683060651678,47.406871520561,1,877.4,25.376158,139.03894,1.0256492,38.207832,9.0,38.72577,23.066397,20.509214,0.111609355,18.0,0.0,95.65327,5527.0,117.0,12382.0
AR-2002-R-30016,9.49169351536436,47.4059732339082,1,865.9,19.160393,185.0104,0.99590266,38.207832,9.0,38.72577,23.066397,20.509214,0.11455167,18.0,0.0,95.50682,5523.0,119.0,12481.0
AR-2002-R-30017,9.49121611719069,47.4056218279058,1,841.8,8.923042,171.20616,0.99590266,38.207832,9.0,38.72577,23.066397,14.599368,0.11455167,18.0,0.0,96.2596,5475.0,114.0,12401.0
AR-2002-R-30018,9.48929439034939,47.4056199681545,1,833.8,10.546844,193.90701,0.99590266,36.214813,9.0,39.901226,23.88396,14.599368,0.11455167,18.0,0.0,97.10338,5475.0,114.0,12401.0
AR-2002-R-30019,9.48890720595685,47.4055458654949,1,834.6,13.821623,187.18811,0.99590266,36.214813,9.0,39.901226,23.88396,14.599368,0.11455167,18.0,0.0,97.10338,5475.0,114.0,12401.0
AR-2002-R-30020,9.48815363190377,47.409724949715,1,904.1,15.498488,208.28465,1.010601,35.111115,9.0,41.120827,23.76806,14.599368,0.114174634,18.0,0.0,97.51405,5475.0,114.0,12401.0
AR-2002-R-30021,9.50612943487959,47.4091347395756,1,940.3,20.951448,165.11925,1.0118428,42.71927,9.0,36.806976,20.473753,21.111288,0.110593334,18.0,0.0,95.91604,5535.0,114.0,12378.0
AR-2002-R-30022,9.50741450353991,47.4091207321554,1,930.1,21.500324,174.90762,1.0118428,42.71927,9.0,36.806976,20.473753,21.169672,0.110593334,18.0,0.0,96.018036,5580.0,115.0,12443.0
AR-2002-R-30023,9.49068578491868,47.4255600549079,1,939.0,23.90673,129.31157,1.0253822,29.343117,9.0,42.436157,28.220728,16.227856,0.10800177,24.0,0.0,94.20757,5511.0,118.0,12429.0
AR-2002-R-30024,9.49567914309813,47.4254352928112,1,890.9,17.341047,162.58559,1.0388561,40.779224,9.0,36.97341,22.247364,17.315678,0.11990036,18.0,70.0,92.344666,5511.0,121.0,12481.0
AR-2002-R-30025,9.49654389949529,47.4275702251727,1,987.9,14.035858,141.26231,1.0388561,44.65491,9.0,35.5391,19.805988,15.976663,0.10664231,18.0,0.0,92.043884,5519.0,122.0,12443.0
AR-2002-R-30026,9.49534452501742,47.4274116321866,1,990.1,19.173807,185.81381,1.0388561,44.65491,9.0,35.5391,19.805988,15.976663,0.10800177,24.0,0.0,92.212456,5519.0,122.0,12443.0
AR-2002-R-30027,9.48533476677411,47.4232796963209,1,879.5,19.045301,171.5727,0.9642758,29.343117,9.0,42.436157,28.220728,16.227856,0.11427747,18.0,0.0,97.08805,5491.0,116.0,12467.0
AR-2002-R-30028,9.48650984090918,47.4238436944161,1,889.8,21.846882,174.66096,0.9642758,29.343117,9.0,42.436157,28.220728,16.227856,0.11427747,18.0,0.0,96.31704,5491.0,116.0,12467.0
AR-2002-R-30029,9.48381665109439,47.4227577469599,1,865.4,23.572252,173.5525,1.0214165,38.04461,9.0,39.30903,22.646364,16.227856,0.11427747,18.0,0.0,97.74126,5490.0,113.0,12408.0
AR-2002-R-30030,9.48167763927676,47.4222917428373,1,875.9,18.91876,141.6248,1.0214165,43.544716,9.0,36.8937,19.561586,22.388075,0.10887134,18.0,0.0,99.20359,5490.0,113.0,12408.0
AR-2002-R-30031,9.47984405412815,47.4218382993539,1,893.3,17.415573,157.34706,1.0214165,43.544716,9.0,36.8937,19.561586,22.388075,0.10887134,18.0,0.0,99.86632,5490.0,113.0,12408.0
AR-2002-R-30032,9.47887018120132,47.4206408822494,1,874.6,16.250328,121.14151,1.0459213,43.544716,9.0,36.8937,19.561586,22.388075,0.10887134,18.0,0.0,100.87901,5498.0,115.0,12412.0
AR-2002-R-30033,9.48887106634408,47.4228481262264,1,862.4,33.39999,162.39293,0.9642758,29.343117,9.0,42.436157,28.220728,16.227856,0.11427747,2.0,87.0,95.78164,5511.0,112.0,12406.0
AR-2002-R-30034,9.4810784452605,47.4211866874143,1,845.6,30.752495,154.57599,1.0214165,43.544716,9.0,36.8937,19.561586,22.388075,0.10887134,18.0,79.0,99.359505,5490.0,113.0,12408.0
AR-2002-R-30035,9.46909339536491,47.4187257532953,1,810.3,19.523005,156.76294,1.0140404,34.099693,9.0,43.191147,22.709162,16.527515,0.10895579,18.0,0.0,106.13491,5694.0,134.0,12494.0
AR-2002-R-30036,9.4689623839716,47.4180712647959,1,780.4,22.338932,142.9832,1.0140404,34.099693,8.0,43.191147,22.709162,17.980406,0.10895579,18.0,0.0,106.37659,5694.0,134.0,12494.0
AR-2002-R-30037,9.46918209406683,47.4179234499307,1,780.4,22.338932,142.9832,1.0140404,34.099693,8.0,43.191147,22.709162,17.980406,0.10895579,18.0,0.0,106.37659,5694.0,134.0,12494.0
AR-2002-R-30038,9.46989714086522,47.4189455525608,1,810.3,27.638462,161.53246,1.0140404,34.099693,9.0,43.191147,22.709162,16.527515,0.10895579,18.0,90.0,105.43406,5694.0,134.0,12494.0
AR-2002-R-30039,9.47033855110787,47.4193966460033,1,829.1,23.01407,175.20847,1.0140404,34.099693,9.0,43.191147,22.709162,16.527515,0.10895579,18.0,80.0,105.201904,5694.0,134.0,12494.0
AR-2002-R-30040,9.46201535788096,47.4246710352406,1,763.5,18.26162,252.0201,0.98192984,25.98211,9.0,43.504303,30.51359,19.321465,0.116762646,18.0,0.0,107.61389,5557.0,127.0,12499.0
AR-2002-R-30041,9.46697077760362,47.4197257244154,1,809.8,29.205233,190.351,1.0229172,34.099693,9.0,43.191147,22.709162,21.348297,0.10907854,18.0,0.0,107.27586,5722.0,130.0,12511.0
AR-2002-R-30042,9.46748445752356,47.4199866201958,1,830.1,23.345964,198.61682,1.0229172,34.099693,9.0,43.191147,22.709162,16.527515,0.10907854,18.0,65.0,106.333336,5722.0,130.0,12511.0
